"placa","marca","modelo","anio","kilometraje","ultimo_mantenimiento","descripcion_sintomas","sensor_nivel_combustible","falla_real","subfalla_real","gravedad_real","solucion_real","es_correcto"
"ANS-296","Nissan","Versa","2012","165126","2024-12-29","Se enciende testigo ABS pero el frenado mecánico funciona de forma intermitente.","84.1","Frenos","Sensor ABS","Baja","Limpieza o cambio de sensor de velocidad de rueda","True"
"NJL-922","Hyundai","Accent","2023","32184","2024-01-10","El volante vibra violentamente al frenar a alta velocidad de forma intermitente.","66.7","Frenos","Discos Alabeados","Media","Rectificación o cambio de discos","True"
"RPJ-216","Kia","Sportage","2023","36212","2024-03-26","Ruido metálico fuerte al encender y vibración excesiva","36.0","Motor","Banda/Cadena de Tiempo","Crítica","Reemplazo inmediato de kit de distribución","True"
"UAS-132","Nissan","Versa","2023","26020","2024-01-21","Se enciende testigo ABS pero el frenado mecánico funciona de forma intermitente.","70.6","Frenos","Sensor ABS","Baja","Limpieza o cambio de sensor de velocidad de rueda","True"
"FYY-599","Nissan","Frontier","2014","207592","2024-08-23","Olor a plástico quemado y fusibles se queman constantemente. Huele mal.","80.6","Electrico","Cortocircuito","Baja","Rastreo de líneas y cambio de fusibles","True"
"QFE-619","Hyundai","Creta","2021","73584","2024-02-16","Se enciende testigo ABS pero el frenado mecánico funciona. Huele mal.","26.3","Frenos","Sensor ABS","Baja","Limpieza o cambio de sensor de velocidad de rueda","True"
"XPL-816","Nissan","March","2018","144522","2024-12-26","El indicador de temperatura sube al máximo y sale vapor del capó de forma intermitente.","26.6","Motor","Sobrecalentamiento","Alta","Revisar termostato, ventilador y nivel de refrigerante","True"
"GTQ-226","Kia","Picanto","2016","191331","2024-11-17","La luz de batería se enciende y las luces principales parpadean","73.0","Electrico","Alternador Defectuoso","Alta","Reparar o cambiar alternador","True"
"HFN-430","Toyota","Corolla","2020","68780","2024-01-18","Olor a balata quemada al soltar el embrague en subidas","39.6","Transmision","Embrague Patinando (Manual)","Alta","Cambio de kit de embrague completo","True"
"UNR-607","Hyundai","Accent","2014","202125","2024-03-20","El motor cascabelea (misfire) y la marcha mínima es inestable. Huele mal.","30.2","Motor","Fallo en Bujías/Bobinas","Media","Escanear cilindros y reemplazar bujías/bobinas","True"
"PUH-463","Hyundai","Elantra","2022","49629","2024-08-16","Ruido metálico fuerte al encender y vibración excesiva. Huele mal.","46.3","Motor","Banda/Cadena de Tiempo","Crítica","Reemplazo inmediato de kit de distribución","True"
"WZX-825","Kia","Rio","2014","208549","2024-02-23","Golpe seco y fuerte al pasar de P a D o R. Se escucha raro.","77.0","Transmision","Golpeteo en Cambios","Media","Cambio de soportes o revisión de cuerpo de válvulas","True"
"XXV-385","Hyundai","Tucson","2011","211372","2024-05-05","El indicador de temperatura sube al máximo y sale vapor del capó","65.2","Motor","Sobrecalentamiento","Alta","Revisar termostato, ventilador y nivel de refrigerante","True"
"REE-141","Nissan","Frontier","2022","65538","2024-01-29","El pedal se siente esponjoso y baja más de lo normal. Se escucha raro.","41.7","Frenos","Aire en el Sistema","Alta","Purgado completo del líquido de frenos","True"
"PBJ-685","Nissan","Versa","2016","164223","2024-09-20","El auto se acelera solo o las RPM bajan hasta apagarse. Se escucha raro.","3.7","Combustible","Cuerpo de Aceleración Sucio","Media","Limpieza y calibración de cuerpo de aceleración","True"
"STN-416","Toyota","Yaris","2022","37263","2024-10-18","El motor sube de RPM pero el auto apenas avanza. Huele mal.","77.0","Transmision","Deslizamiento de Discos","Alta","Overhaul de transmisión automática","True"
"NWH-232","Toyota","Corolla","2012","213265","2024-11-06","Olor a plástico quemado y fusibles se queman constantemente. Empeora en frío.","73.3","Electrico","Cortocircuito","Baja","Rastreo de líneas y cambio de fusibles","True"
"UYF-908","Kia","Picanto","2020","68210","2024-07-19","El indicador de temperatura sube al máximo y sale vapor del capó","81.9","Motor","Sobrecalentamiento","Alta","Revisar termostato, ventilador y nivel de refrigerante","True"
"PXM-585","Hyundai","Elantra","2017","147032","2024-08-21","Ruido metálico fuerte al encender y vibración excesiva. Empeora en frío.","67.4","Motor","Banda/Cadena de Tiempo","Crítica","Reemplazo inmediato de kit de distribución","True"
"YUA-630","Hyundai","Tucson","2017","113208","2024-11-30","Dificultad para arrancar justo después de cargar gasolina. Se escucha raro.","3.3","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
"ZJL-238","Nissan","Frontier","2020","81280","2024-06-04","El auto pierde fuerza al exigirle aceleración a fondo de forma intermitente.","13.6","Combustible","Filtro Saturado","Baja","Cambio de filtro de combustible y línea","True"
"AEZ-492","Toyota","Hilux","2016","174366","2024-05-14","Testigos del tablero se encienden y apagan aleatoriamente","87.6","Electrico","Sensores Descalibrados","Media","Reprogramación de cuerpo de aceleración/sensores","True"
"VNP-477","Kia","Picanto","2011","193438","2024-02-15","Olor a plástico quemado y fusibles se queman constantemente. Empeora en frío.","54.5","Electrico","Cortocircuito","Baja","Rastreo de líneas y cambio de fusibles","True"
"EPL-510","Kia","Rio","2021","85844","2024-06-21","Marcha inestable, humo negro y alto consumo de gasolina. Se escucha raro.","11.1","Combustible","Inyectores Obstruidos","Media","Limpieza de inyectores en laboratorio","True"
"YJZ-352","Kia","Picanto","2016","184131","2024-01-10","El auto se acelera solo o las RPM bajan hasta apagarse. Se escucha raro.","1.0","Combustible","Cuerpo de Aceleración Sucio","Media","Limpieza y calibración de cuerpo de aceleración","True"
"ZEU-769","Kia","Rio","2015","127700","2024-06-06","Olor a balata quemada al soltar el embrague en subidas. Se escucha raro.","54.0","Transmision","Embrague Patinando (Manual)","Alta","Cambio de kit de embrague completo","True"
"QWC-645","Kia","Picanto","2018","124908","2024-01-11","El volante vibra violentamente al frenar a alta velocidad","15.7","Frenos","Discos Alabeados","Media","Rectificación o cambio de discos","True"
"JVN-879","Nissan","March","2017","157344","2024-06-03","La luz de batería se enciende y las luces principales parpadean. Se escucha raro.","67.6","Electrico","Alternador Defectuoso","Alta","Reparar o cambiar alternador","True"
"TWB-298","Toyota","Hilux","2013","162396","2024-01-21","El pedal se va hasta el fondo sin resistencia y no frena","72.1","Frenos","Fuga de Líquido","Crítica","Cambio de cilindro maestro o mangueras","True"
"CHA-797","Nissan","Sentra","2012","165906","2024-09-16","El auto se acelera solo o las RPM bajan hasta apagarse de forma intermitente.","0.7","Combustible","Cuerpo de Aceleración Sucio","Media","Limpieza y calibración de cuerpo de aceleración","True"
"TGF-418","Nissan","Sentra","2017","102032","2024-11-16","El pedal se va hasta el fondo sin resistencia y no frena","34.1","Frenos","Fuga de Líquido","Crítica","Cambio de cilindro maestro o mangueras","True"
"NHX-411","Toyota","Yaris","2019","114462","2024-09-05","El motor cascabelea (misfire) y la marcha mínima es inestable. Huele mal.","84.9","Motor","Fallo en Bujías/Bobinas","Media","Escanear cilindros y reemplazar bujías/bobinas","True"
"XLS-443","Kia","Picanto","2017","116016","2024-12-11","Olor a plástico quemado y fusibles se queman constantemente. Huele mal.","91.1","Electrico","Cortocircuito","Baja","Rastreo de líneas y cambio de fusibles","True"
"KXY-961","Hyundai","Accent","2011","260036","2024-06-17","El auto se acelera solo o las RPM bajan hasta apagarse","6.9","Combustible","Cuerpo de Aceleración Sucio","Media","Limpieza y calibración de cuerpo de aceleración","True"
"JTJ-359","Kia","Picanto","2019","107118","2024-04-11","Marcha inestable, humo negro y alto consumo de gasolina de forma intermitente.","4.2","Combustible","Inyectores Obstruidos","Media","Limpieza de inyectores en laboratorio","True"
"HEK-575","Kia","Seltos","2015","208940","2024-10-13","Dificultad para arrancar justo después de cargar gasolina. Empeora en frío.","0.4","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
"LSE-982","Nissan","March","2020","65685","2024-12-26","El auto se acelera solo o las RPM bajan hasta apagarse de forma intermitente.","12.8","Combustible","Cuerpo de Aceleración Sucio","Media","Limpieza y calibración de cuerpo de aceleración","True"
"FAR-493","Toyota","RAV4","2017","114576","2024-06-22","La transmisión se queda pegada en una sola velocidad","62.2","Transmision","Solenoides Atascados","Media","Reemplazo de paquete de solenoides","True"
"UWQ-819","Toyota","RAV4","2022","39018","2024-09-14","El pedal se siente esponjoso y baja más de lo normal. Se escucha raro.","72.0","Frenos","Aire en el Sistema","Alta","Purgado completo del líquido de frenos","True"
"PWH-928","Kia","Sportage","2020","67995","2024-08-27","Golpe seco y fuerte al pasar de P a D o R de forma intermitente.","89.2","Transmision","Golpeteo en Cambios","Media","Cambio de soportes o revisión de cuerpo de válvulas","True"
"GXX-848","Kia","Sportage","2017","157808","2024-07-04","La transmisión se queda pegada en una sola velocidad. Huele mal.","53.6","Transmision","Solenoides Atascados","Media","Reemplazo de paquete de solenoides","True"
"AKP-302","Kia","Seltos","2021","55776","2024-08-15","Olor a balata quemada al soltar el embrague en subidas de forma intermitente.","26.2","Transmision","Embrague Patinando (Manual)","Alta","Cambio de kit de embrague completo","True"
"VKZ-297","Toyota","RAV4","2013","158316","2024-08-09","Olor a aceite quemado y manchas frescas bajo el motor","34.6","Motor","Fuga de Aceite","Media","Lavado de motor y cambio de empaques/retenes","True"
"SNJ-566","Toyota","RAV4","2013","255576","2024-10-24","Testigos del tablero se encienden y apagan aleatoriamente de forma intermitente.","20.7","Electrico","Sensores Descalibrados","Media","Reprogramación de cuerpo de aceleración/sensores","True"
"LSQ-840","Nissan","Versa","2022","37677","2024-02-05","El pedal se siente esponjoso y baja más de lo normal. Se escucha raro.","24.4","Frenos","Aire en el Sistema","Alta","Purgado completo del líquido de frenos","True"
"XRB-917","Toyota","Hilux","2014","210287","2024-02-09","Dificultad para arrancar justo después de cargar gasolina","14.1","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
"SSW-784","Kia","Sportage","2024","20483","2024-02-13","El pedal se va hasta el fondo sin resistencia y no frena. Huele mal.","55.3","Frenos","Fuga de Líquido","Crítica","Cambio de cilindro maestro o mangueras","True"
"FXW-335","Kia","Rio","2020","61220","2024-10-11","Manchas rojas en el piso y cambios retardados","28.8","Transmision","Fuga de Fluido ATF","Baja","Sellado de fugas y relleno de nivel","True"
"DAQ-376","Kia","Sportage","2017","175776","2024-06-15","El auto pierde fuerza al exigirle aceleración a fondo. Empeora en frío.","11.0","Combustible","Filtro Saturado","Baja","Cambio de filtro de combustible y línea","True"
"LCL-967","Toyota","Hilux","2020","81970","2024-09-16","El volante vibra violentamente al frenar a alta velocidad","16.4","Frenos","Discos Alabeados","Media","Rectificación o cambio de discos","True"
"UZC-998","Kia","Sportage","2010","282600","2024-10-18","Ruido metálico fuerte al encender y vibración excesiva. Empeora en frío.","70.0","Motor","Banda/Cadena de Tiempo","Crítica","Reemplazo inmediato de kit de distribución","True"
"SLH-783","Nissan","Frontier","2024","13698","2024-11-06","Dificultad para arrancar justo después de cargar gasolina. Se escucha raro.","11.4","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
"NVE-561","Toyota","Corolla","2010","308610","2024-11-08","El motor sube de RPM pero el auto apenas avanza de forma intermitente.","18.8","Transmision","Deslizamiento de Discos","Alta","Overhaul de transmisión automática","True"
"ZBN-278","Kia","Seltos","2021","67724","2024-03-20","Batería está bien pero el motor no gira al dar arranque de forma intermitente.","63.1","Electrico","Motor de Arranque","Alta","Mantenimiento o cambio de marcha (arranque)","True"
"HHH-350","Toyota","Hilux","2022","64668","2024-01-13","El pedal se va hasta el fondo sin resistencia y no frena. Se escucha raro.","54.6","Frenos","Fuga de Líquido","Crítica","Cambio de cilindro maestro o mangueras","True"
"ENG-439","Nissan","March","2019","131328","2024-05-04","Olor a aceite quemado y manchas frescas bajo el motor. Empeora en frío.","78.7","Motor","Fuga de Aceite","Media","Lavado de motor y cambio de empaques/retenes","True"
"KBA-881","Toyota","Yaris","2016","154944","2024-05-20","Olor a balata quemada al soltar el embrague en subidas","73.5","Transmision","Embrague Patinando (Manual)","Alta","Cambio de kit de embrague completo","True"
"QKR-501","Toyota","Hilux","2024","13816","2024-06-30","El pedal se siente esponjoso y baja más de lo normal de forma intermitente.","64.7","Frenos","Aire en el Sistema","Alta","Purgado completo del líquido de frenos","True"
"RQL-223","Toyota","Corolla","2017","126344","2024-12-04","El motor sube de RPM pero el auto apenas avanza de forma intermitente.","71.0","Transmision","Deslizamiento de Discos","Alta","Overhaul de transmisión automática","True"
"FCG-676","Nissan","Frontier","2012","172302","2024-02-17","Olor a aceite quemado y manchas frescas bajo el motor. Se escucha raro.","41.9","Motor","Fuga de Aceite","Media","Lavado de motor y cambio de empaques/retenes","True"
"RJA-366","Toyota","Hilux","2020","61880","2024-01-21","Marcha inestable, humo negro y alto consumo de gasolina. Empeora en frío.","9.7","Combustible","Inyectores Obstruidos","Media","Limpieza de inyectores en laboratorio","True"
"MQX-540","Toyota","Yaris","2014","220759","2024-06-17","El auto da marcha pero no arranca, o se apaga en movimiento. Se escucha raro.","10.9","Combustible","Bomba de Gasolina","Alta","Medir presión y cambiar bomba de combustible","True"
"RZZ-326","Hyundai","Tucson","2019","119862","2024-10-04","Testigos del tablero se encienden y apagan aleatoriamente. Empeora en frío.","67.5","Electrico","Sensores Descalibrados","Media","Reprogramación de cuerpo de aceleración/sensores","True"
"UAU-653","Nissan","Sentra","2020","67535","2024-09-23","El auto se acelera solo o las RPM bajan hasta apagarse. Empeora en frío.","3.1","Combustible","Cuerpo de Aceleración Sucio","Media","Limpieza y calibración de cuerpo de aceleración","True"
"NQV-277","Nissan","Sentra","2016","166941","2024-06-08","Dificultad para arrancar justo después de cargar gasolina de forma intermitente.","11.7","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
